plot,plot_section,plot_section_label,month_order,month,survey_date,observation_source,genet,species,is_baseline_genet,present,surviving_from_baseline,died_from_baseline_this_month,area,area_m2,plot_area_m2,percent_cover_of_plot,taglab_area_units
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__13,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,2.75,2.75e-4,480,5.7291666666666666e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__14,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,3.7425,3.7425e-4,480,7.796875e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__15,Acropora palmata,TRUE,TRUE,TRUE,FALSE,16.985,0.0016985,480,3.5385416666666665e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__16,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,8.0875,8.0875e-4,480,1.6848958333333334e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__17,Acropora palmata,TRUE,TRUE,TRUE,FALSE,17.455,0.0017454999999999999,480,3.636458333333333e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__18,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,2.4425,2.4425e-4,480,5.088541666666666e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__19,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,7.914999999999999,7.914999999999999e-4,480,1.648958333333333e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__2,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.2,4.2e-4,480,8.75e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__20,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,4.635,4.635e-4,480,9.656250000000001e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__21,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,25.799999999999997,0.0025800000000000003,480,5.375e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__22,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,3.135,3.135e-4,480,6.53125e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__23,Acropora palmata,TRUE,TRUE,TRUE,FALSE,37.365,0.0037365000000000002,480,7.784375e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__24,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,0.56,5.6000000000000006e-5,480,1.1666666666666668e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__25,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,7.5875,7.587500000000001e-4,480,1.5807291666666669e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__26,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,2.03,2.0299999999999997e-4,480,4.229166666666667e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__27,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,3.0175,3.0175e-4,480,6.286458333333334e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__28,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,7.6075,7.6075e-4,480,1.5848958333333334e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__29,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,0.76,7.6e-5,480,1.5833333333333336e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__3,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,3.285,3.285e-4,480,6.84375e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__30,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,0.4575,4.575e-5,480,9.53125e-6,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__31,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,8.9275,8.9275e-4,480,1.859895833333333e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__32,Acropora palmata,TRUE,TRUE,TRUE,FALSE,172.20250000000001,0.01722025,480,0.0035875520833333332,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__33,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,2.1625,2.1625e-4,480,4.505208333333333e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__34,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,3.06,3.06e-4,480,6.375e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__35,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,0.4125,4.125e-5,480,8.59375e-6,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__36,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,1.2225,1.2225e-4,480,2.546875e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__38,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,5.48,5.480000000000001e-4,480,1.1416666666666669e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__39,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.6675,4.6675000000000004e-4,480,9.723958333333333e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__4,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,3.8675,3.8675e-4,480,8.057291666666667e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__40,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.6725,4.6725000000000005e-4,480,9.734375e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__41,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.735,4.735e-4,480,9.864583333333334e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__42,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,5.0075,5.0075e-4,480,1.0432291666666667e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__43,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,5.5875,5.5875e-4,480,1.1640625e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__44,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,3.7475,3.7475000000000003e-4,480,7.807291666666667e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__45,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.7825,4.7825e-4,480,9.963541666666667e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__46,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.155,4.155e-4,480,8.656250000000001e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__47,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,5.5025,5.502500000000001e-4,480,1.1463541666666668e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__48,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,2.5825,2.5825e-4,480,5.3802083333333334e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__49,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,5.4525,5.452499999999999e-4,480,1.1359374999999999e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__5,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4,4e-4,480,8.333333333333333e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__50,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,4.55,4.55e-4,480,9.479166666666666e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__51,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,5.845,5.845e-4,480,1.2177083333333332e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__52,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,16.25,0.001625,480,3.385416666666667e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__53,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,5.4325,5.4325e-4,480,1.1317708333333333e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__54,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,5.1175,5.117499999999999e-4,480,1.0661458333333332e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__55,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,8.4725,8.4725e-4,480,1.765104166666667e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__56,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,4.6325,4.6325e-4,480,9.651041666666666e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__57,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,5.7825,5.7825e-4,480,1.2046875e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__58,Acropora palmata,TRUE,TRUE,TRUE,FALSE,17.94,0.001794,480,3.7375e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__59,Acropora palmata,TRUE,TRUE,TRUE,FALSE,17.8575,0.0017857500000000002,480,3.7203125e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__6,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,2.4575,2.4575e-4,480,5.119791666666666e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__60,Acropora palmata,TRUE,TRUE,TRUE,FALSE,18.8325,0.00188325,480,3.9234375e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__61,Acropora palmata,TRUE,TRUE,TRUE,FALSE,10.8775,0.00108775,480,2.2661458333333333e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__62,Acropora palmata,TRUE,TRUE,TRUE,FALSE,15.3625,0.00153625,480,3.200520833333334e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__7,Acropora palmata,TRUE,TRUE,TRUE,FALSE,21.1325,0.00211325,480,4.402604166666667e-4,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__8,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.0875,4.0875000000000004e-4,480,8.515625e-5,cm2
Plot E,all,Plot E,1,May,2025-05-07,baseline_start,1-1__9,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,3.7275,3.7275e-4,480,7.765625e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__10,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,1.6375,1.6375e-4,480,3.411458333333334e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1022,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,3.5475,3.5475e-4,480,7.390625e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1023,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,5.4825,5.4825e-4,480,1.1421875e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1037,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,7.5525,7.552500000000001e-4,480,1.5734375e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1040,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,9.985,9.985e-4,480,2.0802083333333336e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1041,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,6.8725,6.872499999999999e-4,480,1.4317708333333332e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1087,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,11.455,0.0011455,480,2.3864583333333333e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1090,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,5.055,5.055e-4,480,1.0531249999999999e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1091,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,5.95,5.95e-4,480,1.2395833333333334e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1092,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,6.755,6.755e-4,480,1.4072916666666666e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1109,Acropora palmata,TRUE,FALSE,FALSE,TRUE,0,0,480,0,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1111,Acropora palmata,TRUE,FALSE,FALSE,TRUE,0,0,480,0,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1114,Acropora palmata,TRUE,TRUE,TRUE,FALSE,14.36,0.001436,480,2.9916666666666666e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1115,Acropora palmata,TRUE,TRUE,TRUE,FALSE,13.9125,0.00139125,480,2.8984375e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1117,Acropora palmata,TRUE,FALSE,FALSE,TRUE,0,0,480,0,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1118,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,3.8275,3.8275e-4,480,7.973958333333334e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1120,Acropora palmata,TRUE,FALSE,FALSE,TRUE,0,0,480,0,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1122,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,6.3675,6.3675e-4,480,1.3265625e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1125,Acropora palmata,TRUE,TRUE,TRUE,FALSE,31.1325,0.0031132499999999997,480,6.4859375e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1126,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,3.1825,3.1825e-4,480,6.630208333333333e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1127,Acropora palmata,TRUE,FALSE,FALSE,TRUE,0,0,480,0,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1132,Acropora palmata,TRUE,FALSE,FALSE,TRUE,0,0,480,0,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1152,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,6.6975,6.6975e-4,480,1.3953124999999998e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1153,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,4.5775,4.5775e-4,480,9.536458333333333e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1154,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,4.055,4.055e-4,480,8.447916666666666e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1158,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,4.0675,4.0675e-4,480,8.473958333333334e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1159,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,5.39,5.39e-4,480,1.1229166666666665e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1161,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,3.3275,3.3275000000000004e-4,480,6.932291666666668e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1173,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,4.9375,4.9375e-4,480,1.0286458333333333e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1174,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,1.6575,1.6575e-4,480,3.4531249999999996e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1176,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,3.015,3.015e-4,480,6.28125e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1177,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,19.7175,0.00197175,480,4.1078124999999996e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1178,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,2.28,2.2799999999999999e-4,480,4.7499999999999996e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1179,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,0.64,6.4e-5,480,1.3333333333333332e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1180,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,1.1375,1.1375e-4,480,2.3697916666666666e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1209,Acropora cervicornis,TRUE,TRUE,TRUE,FALSE,8.1975,8.1975e-4,480,1.7078124999999998e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1210,Acropora cervicornis,TRUE,TRUE,TRUE,FALSE,7.4525,7.452499999999999e-4,480,1.5526041666666667e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1211,Acropora cervicornis,TRUE,TRUE,TRUE,FALSE,7.185,7.185e-4,480,1.496875e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1212,Acropora cervicornis,TRUE,TRUE,TRUE,FALSE,15.7075,0.00157075,480,3.2723958333333335e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1213,Acropora cervicornis,TRUE,TRUE,TRUE,FALSE,10.0775,0.00100775,480,2.099479166666667e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1214,Acropora cervicornis,TRUE,TRUE,TRUE,FALSE,5.2925,5.2925e-4,480,1.1026041666666667e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1217,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,6.815,6.815e-4,480,1.4197916666666666e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1223,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,7.1075,7.1075e-4,480,1.4807291666666666e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__1224,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,6.485,6.485e-4,480,1.3510416666666667e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__2115,Orbicella annularis,FALSE,TRUE,NA,FALSE,7.1825,7.1825e-4,480,1.4963541666666668e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__2117,Orbicella annularis,FALSE,TRUE,NA,FALSE,2.4225,2.4224999999999998e-4,480,5.046874999999999e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__2118,Orbicella annularis,FALSE,TRUE,NA,FALSE,2.3975,2.3975e-4,480,4.994791666666667e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__221,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,27.825,0.0027825,480,5.796875e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__224,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,74.555,0.0074555,480,0.0015532291666666667,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__261,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,59.105,0.0059105,480,0.0012313541666666666,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__262,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,1.93,1.93e-4,480,4.020833333333333e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__344,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,79.2,0.00792,480,0.00165,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__349,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,57.32,0.005732,480,0.0011941666666666667,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__351,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,1.4025,1.4025000000000002e-4,480,2.9218750000000005e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__354,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,1.4975,1.4975e-4,480,3.1197916666666665e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__365,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,1.1625,1.1625e-4,480,2.421875e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__367,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,24.8675,0.00248675,480,5.180729166666666e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__368,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,9.79,9.789999999999998e-4,480,2.039583333333333e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__373,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,2.09,2.0899999999999998e-4,480,4.3541666666666663e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__375,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,5.1725,5.1725e-4,480,1.0776041666666666e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__382,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,2.505,2.5049999999999996e-4,480,5.2187499999999995e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__4,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,3.84,3.84e-4,480,8e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__405,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,35.51,0.003551,480,7.397916666666666e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__409,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,18.35,0.001835,480,3.822916666666667e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__412,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,13.912500000000001,0.0013912500000000001,480,2.8984375e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__413,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,6.5275,6.5275e-4,480,1.3598958333333334e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__449,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,31.3525,0.00313525,480,6.531770833333333e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__458,Orbicella annularis,TRUE,FALSE,FALSE,TRUE,0,0,480,0,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__47,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,1.7075,1.7075e-4,480,3.557291666666667e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__470,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.7875,4.7874999999999995e-4,480,9.973958333333333e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__475,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.915,4.915e-4,480,1.0239583333333333e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__476,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,6.1,6.1e-4,480,1.2708333333333332e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__478,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,9.4775,9.477499999999999e-4,480,1.9744791666666665e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__481,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,5.4325,5.4325e-4,480,1.1317708333333333e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__483,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.755,4.755e-4,480,9.90625e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__485,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,6.745,6.745e-4,480,1.4052083333333332e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__488,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,6.185,6.184999999999999e-4,480,1.2885416666666663e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__489,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,5.6,5.6e-4,480,1.1666666666666665e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__5,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,2.295,2.295e-4,480,4.78125e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__50,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,12.0175,0.0012017500000000001,480,2.503645833333334e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__51,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,2.605,2.605e-4,480,5.4270833333333336e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__515,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,18.9025,0.00189025,480,3.9380208333333335e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__517,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,19.19,0.0019190000000000001,480,3.997916666666667e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__519,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,0.34,3.4e-5,480,7.083333333333333e-6,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__52,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,5.17,5.17e-4,480,1.0770833333333333e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__520,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,4.2325,4.2325e-4,480,8.817708333333334e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__523,Orbicella annularis,TRUE,FALSE,FALSE,TRUE,0,0,480,0,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__524,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,7.38,7.379999999999999e-4,480,1.5374999999999997e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__53,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,3.4025,3.4025e-4,480,7.088541666666666e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__531,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,1.2075,1.2075000000000001e-4,480,2.515625e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__532,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,34.92999999999999,0.003493,480,7.277083333333334e-4,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__533,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,2.885,2.8849999999999997e-4,480,6.010416666666666e-5,cm2
Plot E,all,Plot E,2,June,2025-06-09,interval_end,1-0__535,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,5.53,5.53e-4,480,1.1520833333333333e-4,cm2
